Address,Year Build,GLA,# of rooms,# of bath,Closing Date,Sale Price
"109 picquet rd., atlanta, ga",1961,1546,3.5,1,29/07/2021,301500
"51 circumforaneous st., atlanta, ga",1960,1985,4.5,1,28/10/2021,410100
"15 competency ave., atlanta, ga",2015,1507,3.5,2,12/11/2021,284700
"179 mugilidae st., phoenix, az",1988,1656,4,1,23/10/2021,353000
"15 undiademed ave., atlanta, ga",1999,1854,4.5,2,01/10/2021,355800
"151 rurik st., atlanta, ga",2019,1580,3.5,1,10/11/2021,334100
"72 saxicolous st., houston, tx",1958,1823,0,1,20/09/2021,389000
"126 scrouge st., phoenix, az",1963,1751,4,1,28/08/2021,356900
"85 sign-post ave., phoenix, az",1957,1467,3.5,1,14/09/2021,230900
"169 rivaling ave., phoenix, az",1978,1642,4,2,27/07/2021,317600
"64  docudrama  ave.,  phoenix,  az",1996,1527,3.5,2,14/09/2021,244900
"78 pronephric ave., phoenix, az",2004,1863,4.5,1,20/10/2021,299200
"137 barky st., phoenix, az",2008,1444,3.5,2,05/08/2021,224000
"132 cryogenics ave., phoenix, az",1983,1654,4,2,12/10/2021,307800
"12 bachelor's ave., las vegas, nv",1999,1803,4.5,2,19/09/2021,344400
"18 kentish st., atlanta, ga",1964,1979,4.5,2,30/10/2021,387600
"111 reshaken st., phoenix, az",1973,1608,4,1,11/11/2021,310200
"107 encounters st., houston, tx",2000,1567,0,1,09/09/2021,303200
"102 disseminators st., atlanta, ga",1980,1948,4.5,1,01/09/2021,365000
"103 transcribers rd., phoenix, az",2001,1719,4,2,23/10/2021,279000
"133 oxidated st., las vegas, nv",1972,1576,3.5,1,01/09/2021,288700
"135 piecewise st., phoenix, az",2007,1873,4.5,2,09/09/2021,342500
"157 practise ave., atlanta, ga",1953,1881,4.5,2,21/10/2021,351300
"169 night-blooming rd., phoenix, az",2003,1777,4,1,23/09/2021,380800
"56 unbundles st., phoenix, az",1974,1500,3.5,1,30/10/2021,246000
"107 terlipressin rd., las vegas, nv",1987,1786,4,2,17/09/2021,307200
"28 bladefish st., atlanta, ga",1981,1809,4.5,2,10/11/2021,333700
"47 digenous ave., phoenix, az",1958,1835,4.5,2,28/07/2021,308600
"194 solvate ave., phoenix, az",1963,1899,4.5,1,19/09/2021,376300
"188 features rd., phoenix, az",1985,1767,4,2,03/10/2021,326900
"154 resident st., phoenix, az",1973,1877,4.5,1,23/08/2021,315700
"99 waler st., las vegas, nv",1966,1567,3.5,1,12/08/2021,288700
"175 peepy rd., atlanta, ga",1951,1757,4,2,04/09/2021,326100
"186 redonda ave., phoenix, az",1999,1603,4,1,15/09/2021,330700
"133  algophily  st.,  atlanta,  ga",1978,1616,4,2,17/08/2021,308100
"80 unproofread ave., phoenix, az",1986,1479,3.5,2,08/11/2021,304900
"98 weeding-hook ave., phoenix, az",2004,1444,3.5,1,27/08/2021,292400
"140 vielles ave., phoenix, az",2017,1907,4.5,1,06/10/2021,385700
"77 adorably st., houston, tx",2000,1408,0,2,14/09/2021,282700
"140  irremissibility  ave.,  las  vegas,  nv",2015,1604,4,2,03/11/2021,300600
"65 news report ave., phoenix, az",2008,1640,4,2,13/10/2021,300200
"160  abetter  st.,  phoenix,  az",2003,1425,3.5,1,27/08/2021,304000
"189 booziest st., atlanta, ga",2015,1781,4,1,04/10/2021,335500
"8 offense ave., las vegas, nv",1996,1865,4.5,2,21/07/2021,335100
"74 commissionate st., las vegas, nv",2008,1861,4.5,2,22/08/2021,334000
"134  hand-frame  st.,  atlanta,  ga",2016,1980,4.5,2,30/09/2021,385300
"123  undefinable  rd.,  atlanta,  ga",1972,1562,3.5,2,02/08/2021,291700
"185 unlearnedly rd., phoenix, az",2010,1710,4,2,09/10/2021,298000
"29 combustor st., phoenix, az",2011,1707,4,1,24/09/2021,310800
"126 sarcina st., phoenix, az",1994,1774,4,2,30/09/2021,329800
"175 santa clara rd., atlanta, ga",1987,1850,4.5,2,16/10/2021,340900
"106 transrepression ave., atlanta, ga",1998,1528,3.5,1,15/08/2021,319500
"13 boylover st., atlanta, ga",2017,1680,4,1,10/11/2021,301500
"23 setal st., phoenix, az",1958,1432,3.5,2,03/10/2021,287600
"45 air-engine ave., atlanta, ga",1969,1954,4.5,2,09/10/2021,324200
"115 halachic rd., atlanta, ga",1973,1805,4.5,2,05/08/2021,379900
"9 parrotted ave., las vegas, nv",1986,1953,4.5,1,13/08/2021,386000
"92 arrove rd., phoenix, az",1970,1754,4,1,28/08/2021,373000
"89 tosca rd., atlanta, ga",1997,1607,4,2,17/10/2021,324200
"160 nonpainful rd., phoenix, az",1951,1880,4.5,1,10/09/2021,385200
"69 myalgic st., phoenix, az",1993,1403,3.5,1,17/10/2021,282700
"22 diamond-dust ave., phoenix, az",1962,1512,3.5,1,23/07/2021,267600
"25 eventilate ave., atlanta, ga",1969,1846,4.5,2,14/10/2021,395100
"85 thereunder rd., phoenix, az",1951,1868,4.5,2,16/08/2021,381900
"52 streal st., atlanta, ga",2014,1658,4,1,30/07/2021,275600
"108 aglutition rd., atlanta, ga",2004,1501,3.5,1,07/08/2021,293600
"49 microcracked st., atlanta, ga",2017,1701,4,1,26/07/2021,330100
"89 vaporizations ave., phoenix, az",2007,1670,4,1,12/11/2021,286900
"134 ex-stepmothers st., phoenix, az",2017,1897,4.5,1,12/09/2021,376700
"24 insertion ave., phoenix, az",1968,1877,4.5,2,21/08/2021,309500
"187 unskilfulness st., las vegas, nv",1955,1668,4,2,19/08/2021,349400
"110 dualistic st., phoenix, az",1990,1519,3.5,1,02/11/2021,266000
"90 refect st., atlanta, ga",1969,1803,4.5,2,05/09/2021,365900
"145 whistleblowers st., phoenix, az",1963,1755,4,2,19/07/2021,364800
"11 strangolapreti ave., las vegas, nv",1989,1810,4.5,2,27/10/2021,366900
"149 algorithmically rd., phoenix, az",1966,1869,4.5,2,15/09/2021,383800
"82  bipods  st.,  phoenix,  az",1964,1828,4.5,2,19/07/2021,325000
"6 kinescope ave., houston, tx",1986,1588,0,1,10/10/2021,290700
"65  edgrew  st.,  las  vegas,  nv",1974,1947,4.5,1,07/11/2021,323900
"147 crotcheting st., atlanta, ga",1971,1487,3.5,1,04/10/2021,320500
"176 uncoifed st., phoenix, az",1987,1924,4.5,1,04/09/2021,307500
"102 unheavenly ave., phoenix, az",1983,1696,4,2,11/11/2021,355400
"165 wabbly ave., phoenix, az",1974,1779,4,2,07/11/2021,313100
"117 hot-pot st., atlanta, ga",1979,1757,4,1,31/10/2021,315100
"7  viscerally  st.,  atlanta,  ga",1953,1946,4.5,2,25/10/2021,370300
"1 flicflacs rd., las vegas, nv",1973,1665,4,1,29/08/2021,357800
"72 coders st., las vegas, nv",2004,1562,3.5,1,20/08/2021,259500
"195 alimony rd., phoenix, az",1953,1923,4.5,2,14/09/2021,338600
"79 multilevel st., atlanta, ga",2012,1879,4.5,2,07/08/2021,314000
"198 spinthariscope ave., atlanta, ga",1968,1562,3.5,2,03/09/2021,265300
"10 vulcanologists rd., las vegas, nv",1991,1782,4,1,10/11/2021,303500
"85  on-off  st.,  atlanta,  ga",1967,1882,4.5,2,17/10/2021,336500
"60 thousandfold rd., phoenix, az",1986,1846,4.5,2,24/07/2021,403900
"46 academicians st., houston, tx",1997,1889,0,2,02/09/2021,316500
"20  tenting  st.,  phoenix,  az",1981,1881,4.5,2,18/09/2021,384800
"196 understating st., atlanta, ga",1975,1963,4.5,1,28/07/2021,330600
"120 hircarra st., atlanta, ga",1975,1724,4,1,22/10/2021,356200
"145 backstrokers st., phoenix, az",1983,1462,3.5,1,03/11/2021,237900
"44 designs rd., las vegas, nv",1962,1684,4,2,07/08/2021,316300
"32  insuit  st.,  phoenix,  az",2016,1580,3.5,1,05/10/2021,299600
"24 maalin ave., phoenix, az",2016,1881,4.5,1,21/10/2021,348500
"14 tipsheets st., phoenix, az",1960,1961,4.5,2,04/11/2021,373500
"97 myoblastic st., phoenix, az",1979,1870,4.5,1,05/11/2021,359500
"123 uncustomized st., las vegas, nv",1990,1818,4.5,2,24/10/2021,331300
"47 agraph st., houston, tx",2016,1477,0,1,17/10/2021,310700
"76 uglies st., atlanta, ga",2004,1754,4,1,19/08/2021,330900
"78  otherworldy  st.,  phoenix,  az",2009,1924,4.5,2,07/11/2021,357600
"147 fembot ave., phoenix, az",2009,1901,4.5,2,31/07/2021,388600
"33 party ave., atlanta, ga",1994,1811,4.5,2,02/08/2021,294800
"9 cultisms st., atlanta, ga",1985,1981,4.5,2,22/08/2021,354200
"109 missionise st., houston, tx",1960,1747,0,1,30/09/2021,355500
"24 presentational st., phoenix, az",1978,1747,4,2,05/09/2021,328800
"104  curlicue  ave.,  houston,  tx",1953,1807,0,1,12/08/2021,380200
"91 spice-scented ave., las vegas, nv",1968,1630,4,2,10/08/2021,309000
"76  journeymanship  st.,  las  vegas,  nv",1989,1528,3.5,2,10/11/2021,305300
"172 unreturnable st., phoenix, az",2019,1892,4.5,2,13/08/2021,381600
"110 sand-wave st., phoenix, az",1954,1553,3.5,1,02/10/2021,263100
"196 forepersons st., atlanta, ga",1977,1658,4,1,18/07/2021,293100
"42 lordosis rd., atlanta, ga",2014,1674,4,1,21/08/2021,313800
"25 sander st., atlanta, ga",1998,1462,3.5,1,08/08/2021,271900
"150 sparteine st., phoenix, az",2004,1774,4,2,09/09/2021,310400
"135 windles rd., atlanta, ga",1982,1704,4,2,29/09/2021,344700
"125 panentheist rd., atlanta, ga",1984,1566,3.5,2,27/10/2021,256000
"52 unwhitened st., houston, tx",2011,1893,0,2,03/10/2021,386700
"184 micro-fiction st., atlanta, ga",2019,1694,4,1,04/09/2021,354700
"89 scorchers st., phoenix, az",1995,1557,3.5,1,26/08/2021,292300
"46 prosaical st., phoenix, az",1976,1491,3.5,1,21/10/2021,292700
"55 friggin rd., atlanta, ga",2002,1847,4.5,1,02/08/2021,350300
"115  impost  st.,  houston,  tx",1990,1473,0,1,31/10/2021,291300
"80 styrolene st., atlanta, ga",1950,1687,4,2,06/11/2021,355600
"180 unhurriedly st., atlanta, ga",1981,1586,3.5,1,07/11/2021,331700
"131 eisteddfods rd., atlanta, ga",1964,1691,4,2,30/07/2021,368200
"58 upthrusts ave., atlanta, ga",2003,1788,4,1,24/08/2021,301000
"44 designs rd., las vegas, nv",1962,1684,4,2,07/08/2021,316300
"102 chord st., las vegas, nv",1986,1758,4,1,30/09/2021,384500
"130 militarisation st., phoenix, az",2007,1496,3.5,2,10/10/2021,247200
"65 hackysack st., houston, tx",1985,1421,0,1,01/10/2021,223000
"146 pilot-jack ave., atlanta, ga",1997,1895,4.5,2,11/09/2021,359900
"153 representations st., las vegas, nv",1971,1747,4,1,18/10/2021,321400
"27 jazzman ave., houston, tx",1990,1959,0,1,01/08/2021,331200
"107 call-by-name st., phoenix, az",1951,1712,4,1,02/11/2021,339700
"160 telecentre st., houston, tx",1970,1474,0,1,29/10/2021,250900
"115 tropis st., phoenix, az",1971,1667,4,1,23/07/2021,258900
"69 intransigence st., houston, tx",2014,1778,0,2,07/10/2021,328900
"147  rampions  st.,  phoenix,  az",1999,1670,4,1,15/08/2021,344200
"146 zarzuelas st., phoenix, az",1970,1870,4.5,2,27/09/2021,348700
"108 syntaxis rd., phoenix, az",1974,1886,4.5,1,07/09/2021,391400
"11 afeared st., phoenix, az",1996,1690,4,2,19/08/2021,315400
"144 moteur st., las vegas, nv",1976,1428,3.5,2,21/09/2021,270700
"145 tinty rd., phoenix, az",1982,1729,4,1,11/09/2021,310100
"107 tiring-room ave., atlanta, ga",2005,1601,4,1,28/08/2021,311600
"57 hircus st., las vegas, nv",1969,1800,4.5,2,19/08/2021,354700
"119 misworship ave., phoenix, az",2003,1870,4.5,2,20/08/2021,394300
"7 chimbley rd., phoenix, az",1971,1927,4.5,2,04/10/2021,374700
"190  contrabass  st.,  houston,  tx",1952,1892,0,2,05/08/2021,376700
"27 flesh-red ave., houston, tx",1962,1904,0,2,07/10/2021,355700
"158 privatissimum st., atlanta, ga",1953,1791,4,2,14/08/2021,371700
"102 inviolateness st., las vegas, nv",1969,1780,4,2,22/10/2021,294800
"191 back-shot st., atlanta, ga",1988,1425,3.5,1,11/10/2021,255500
"170 cessationism rd., atlanta, ga",2003,1472,3.5,1,13/10/2021,272900
"142 cohesion rd., las vegas, nv",2002,1461,3.5,2,02/10/2021,310900
"184 principals rd., phoenix, az",2005,1585,3.5,2,06/08/2021,267100
"73 guess-warp ave., phoenix, az",1987,1549,3.5,1,09/08/2021,271600
"176 tautonym ave., phoenix, az",1967,1704,4,1,06/08/2021,346900
"62 keuper st., phoenix, az",1984,1494,3.5,1,10/11/2021,323700
"92 estranged rd., las vegas, nv",2008,1977,4.5,1,17/08/2021,329100
"138 liverless rd., phoenix, az",1973,1907,4.5,2,21/07/2021,333000
"99 grayfly st., houston, tx",1988,1708,0,1,07/08/2021,351400
"150 jolter-headed rd., atlanta, ga",2008,1751,4,2,03/10/2021,293300
"56 crocheter st., las vegas, nv",1973,1827,4.5,2,11/09/2021,385900
"147 passe rd., atlanta, ga",1977,1591,3.5,1,05/10/2021,271900
"142 moulders st., las vegas, nv",2008,1647,4,1,25/10/2021,356000
"184 mimes ave., atlanta, ga",1994,1636,4,2,06/11/2021,335200
"73 highness rd., phoenix, az",1995,1475,3.5,1,03/09/2021,319100
"59 multiline ave., houston, tx",1991,1906,0,1,09/11/2021,368100
"57 gynecocratic ave., atlanta, ga",2006,1518,3.5,2,30/08/2021,334300
"5 yielder st., phoenix, az",1979,1718,4,2,18/07/2021,303100
"127 oversweetened st., las vegas, nv",1996,1684,4,2,16/08/2021,307500
"88 brushstrokes st., atlanta, ga",1994,1592,3.5,1,04/08/2021,264900
"140 pastorless st., houston, tx",2014,1980,0,1,12/11/2021,317100
"92 gas-buoy st., phoenix, az",1983,1707,4,1,24/09/2021,362900
"47 linkages st., las vegas, nv",1994,1927,4.5,2,21/08/2021,356400
"75 cenogenetic st., atlanta, ga",1968,1585,3.5,1,18/09/2021,265700
"102 forebrace st., las vegas, nv",2016,1618,4,2,23/08/2021,309500
"64 purifies st., las vegas, nv",1989,1820,4.5,2,03/09/2021,354900
"38  bogtrotting  st.,  phoenix,  az",1952,1681,4,1,05/09/2021,279100
"124 unbesieged ave., phoenix, az",1993,1686,4,2,09/10/2021,287300
"60 invincibles st., phoenix, az",2013,1550,3.5,1,23/10/2021,272600
"174 thirtieths ave., phoenix, az",2000,1603,4,1,21/09/2021,332000
"27 buttfucks rd., phoenix, az",1999,1969,4.5,1,30/07/2021,362200
"128 undersized st., atlanta, ga",2008,1910,4.5,2,29/09/2021,337500
"96 reductase st., phoenix, az",1991,1784,4,2,07/10/2021,343200
"26 areolas st., atlanta, ga",2002,1562,3.5,1,18/07/2021,309400
"169 ballpoints st., las vegas, nv",1976,1901,4.5,2,19/08/2021,349900
"184 drafting-room st., las vegas, nv",2010,1570,3.5,1,04/09/2021,268900
"89 waterloo st., phoenix, az",1999,1645,4,2,05/10/2021,285300
"75  hardmen  rd.,  las  vegas,  nv",2007,1930,4.5,2,19/10/2021,313100
"143 weanedness rd., phoenix, az",1971,1774,4,1,18/07/2021,299600
"54 intervenients st., atlanta, ga",1971,1512,3.5,2,16/09/2021,248500
"174 driveshafts st., atlanta, ga",1972,1454,3.5,1,04/08/2021,251300
"182 artly st., las vegas, nv",1996,1461,3.5,2,21/08/2021,288700
"69 leprose st., las vegas, nv",2008,1754,4,2,05/10/2021,350300
"99  troke  ave.,  las  vegas,  nv",2011,1867,4.5,2,03/09/2021,294500
"159 formalities st., las vegas, nv",1953,1469,3.5,2,15/09/2021,322000
"186 granivore st., las vegas, nv",2019,1585,3.5,2,20/10/2021,260400
"61 interpleader ave., atlanta, ga",1964,1631,4,2,27/07/2021,293800
"22 bullbear st., phoenix, az",1954,1680,4,2,28/09/2021,354400
"119 onondaga ave., phoenix, az",1950,1860,4.5,2,11/11/2021,391900
"184  changelessly  st.,  las  vegas,  nv",1993,1791,4,1,04/09/2021,341300
"187  tempestuous  rd.,  phoenix,  az",2007,1525,3.5,1,22/08/2021,291000
"62  hammal  ave.,  phoenix,  az",1996,1562,3.5,2,26/07/2021,303300
"15 elective rd., phoenix, az",2017,1758,4,1,15/08/2021,341400
"85 jinxing ave., atlanta, ga",1992,1983,4.5,2,01/09/2021,418100
"62 selenocentric rd., phoenix, az",1983,1635,4,1,30/09/2021,324100
"21  multipack  rd.,  phoenix,  az",1982,1691,4,2,10/11/2021,284800
"166 impost-block ave., las vegas, nv",1991,1660,4,2,01/09/2021,276500
"113 polybrene st., atlanta, ga",1997,1573,3.5,2,19/07/2021,245500
"2 huelva st., atlanta, ga",1955,1727,4,2,10/09/2021,272500
"59 phasis ave., phoenix, az",1955,1999,4.5,2,17/09/2021,385500
"190 he-man st., phoenix, az",1992,1519,3.5,2,22/10/2021,296900
"57  traditionaries  st.,  atlanta,  ga",1996,1870,4.5,2,23/08/2021,342500
"137 chantant ave., houston, tx",1955,1461,0,1,12/11/2021,295100
"167 schiller-spar st., phoenix, az",1990,1894,4.5,2,13/08/2021,336800
"125 throwing-mill st., phoenix, az",1964,1688,4,1,26/10/2021,291800
"149 algebrist ave., atlanta, ga",1982,1622,4,2,29/09/2021,320000
"185 fishskin ave., phoenix, az",1977,1590,3.5,1,07/10/2021,288400
"79 enforced st., las vegas, nv",1987,1514,3.5,1,09/08/2021,306600
"8 unruffled rd., atlanta, ga",2003,1986,4.5,2,04/10/2021,345400
"6 tryster st., las vegas, nv",1989,1618,4,2,12/10/2021,323600
"153 pompous rd., phoenix, az",1959,1991,4.5,2,03/08/2021,377700
"54 sidearmer st., atlanta, ga",2011,1809,4.5,2,11/08/2021,353700
"176 desolated st., atlanta, ga",1996,1849,4.5,2,08/08/2021,369500
"19 creamed st., atlanta, ga",1959,1621,4,2,08/09/2021,280800
"47  turbinectomy  ave.,  las  vegas,  nv",2012,1580,3.5,2,01/10/2021,325400
"32 bromelain st., atlanta, ga",1970,1497,3.5,2,20/08/2021,291700
"129 jowering st., houston, tx",1978,1735,0,2,20/07/2021,335300
"8 spiritualistic rd., phoenix, az",2017,1433,3.5,1,01/08/2021,313200
"153 terminational st., phoenix, az",1960,1827,4.5,1,22/10/2021,324700
"123  canapés  rd.,  phoenix,  az",2000,1583,3.5,1,16/08/2021,326100
"116 ranis st., atlanta, ga",2007,1809,4.5,1,13/08/2021,325400
"148 subsidiary st., phoenix, az",1997,1765,4,2,20/08/2021,366700
"146 confalon st., atlanta, ga",1969,1965,4.5,2,20/10/2021,350200
"55 ice-chisel st., phoenix, az",1954,1429,3.5,1,22/09/2021,264400
"59 alerted st., phoenix, az",1996,1739,4,1,24/09/2021,364500
"105 death rd., phoenix, az",2006,1801,4.5,2,06/09/2021,319600
"1 pricket st., las vegas, nv",2013,1602,4,2,28/07/2021,325100
"139  kipsie  st.,  atlanta,  ga",1966,1775,4,1,31/07/2021,308800
"34 loadstones rd., atlanta, ga",1960,1809,4.5,1,29/07/2021,289400
"61 water-ash st., phoenix, az",2015,1527,3.5,1,05/10/2021,284600
"47 fungicides st., las vegas, nv",2003,1687,4,2,25/10/2021,316000
"55 gherkins st., houston, tx",2013,1540,0,1,11/08/2021,261400
"12 multifractal st., phoenix, az",1984,1634,4,2,14/10/2021,325300
"190 sporulating st., phoenix, az",1988,1500,3.5,1,04/08/2021,306200
"102 maledicted st., phoenix, az",1985,1834,4.5,2,19/09/2021,366800
"116 guillemet rd., houston, tx",2012,1646,0,2,15/10/2021,269800
"144 dowdyish st., phoenix, az",1963,1402,3.5,1,05/11/2021,298700
"132 knubs st., phoenix, az",2017,1735,4,2,11/11/2021,345800
"158 baffle st., las vegas, nv",1999,1755,4,2,29/09/2021,332700
"6 magnetospheric rd., phoenix, az",1968,1965,4.5,1,31/08/2021,359200
"108 gloom st., atlanta, ga",1950,1464,3.5,1,03/11/2021,303400
"163 friskets st., phoenix, az",1963,1802,4.5,1,07/10/2021,334400
"43  stoutish  rd.,  las  vegas,  nv",1996,1996,4.5,2,24/07/2021,429400
"120  vegeto-animal  ave.,  phoenix,  az",1992,1439,3.5,1,28/08/2021,245400
"74 stepgrandfather ave., houston, tx",1955,1790,0,1,13/10/2021,363400
"1 debriefing rd., phoenix, az",2003,1944,4.5,2,27/09/2021,329800
"181 cornage rd., atlanta, ga",1990,1822,4.5,2,10/10/2021,330200
"48 linked ave., las vegas, nv",1984,1999,4.5,1,14/10/2021,363000
"84 riskless st., phoenix, az",1997,1867,4.5,2,31/08/2021,368300
"113 lockean rd., las vegas, nv",2012,1784,4,2,16/10/2021,361400
"100 unbooked rd., phoenix, az",1952,1737,4,1,24/09/2021,347000
"158 upfronts ave., phoenix, az",1968,1643,4,1,08/10/2021,277300
"153 jammer st., las vegas, nv",2014,1496,3.5,2,20/07/2021,263300
"88 exfoliated st., phoenix, az",2018,1597,3.5,1,02/11/2021,253700
"143 armary st., phoenix, az",2003,1798,4,1,24/09/2021,379200
"1 pakistan ave., phoenix, az",1954,1851,4.5,2,04/09/2021,369500
"94  mobcaps  rd.,  atlanta,  ga",1997,1955,4.5,2,29/09/2021,415600
"108 impatient rd., las vegas, nv",1967,1965,4.5,2,07/09/2021,324300
"183  speed-dating  ave.,  phoenix,  az",2005,1484,3.5,1,06/09/2021,237300
"171  translucent  st.,  las  vegas,  nv",1968,1749,4,2,14/09/2021,320100
"3 forwent rd., phoenix, az",1991,1815,4.5,2,28/10/2021,360100
"32 thrashers rd., atlanta, ga",2015,1844,4.5,1,13/10/2021,355300
"82 verbicide st., las vegas, nv",1971,1572,3.5,1,13/09/2021,296600
"56 single-wide ave., las vegas, nv",1972,1503,3.5,2,07/10/2021,301600
"27 marrowy st., phoenix, az",2005,1587,3.5,1,30/10/2021,297400
"24 publicity ave., las vegas, nv",1954,1979,4.5,2,30/08/2021,344900
"120  unmeted  st.,  phoenix,  az",1961,1549,3.5,2,18/07/2021,313400
"132 vulgarisation st., las vegas, nv",2008,1941,4.5,2,28/09/2021,348500
"49 elaidin st., phoenix, az",1958,1930,4.5,1,04/10/2021,395100
"45 subdueth ave., atlanta, ga",1965,1630,4,1,03/10/2021,303400
"19 skald st., las vegas, nv",1985,1883,4.5,1,26/09/2021,354000
"23 uniformed rd., phoenix, az",1981,1552,3.5,1,22/10/2021,257300
"8 petrogenesis ave., las vegas, nv",1951,1893,4.5,2,18/07/2021,369200
"98  ruana  st.,  phoenix,  az",2010,1445,3.5,2,21/09/2021,311100
"172 interrogate ave., phoenix, az",1966,1698,4,1,05/11/2021,353200
"83 boy scouts st., phoenix, az",1976,1861,4.5,2,17/09/2021,326700
"106 infarct ave., phoenix, az",1953,1694,4,1,26/10/2021,322900
"123 underived ave., atlanta, ga",1981,1502,3.5,1,28/08/2021,279200
"84 bashfully rd., phoenix, az",2000,1427,3.5,1,16/10/2021,237800
"152 equipoising rd., atlanta, ga",2008,1589,3.5,1,19/09/2021,251500
"150 downtick ave., atlanta, ga",2013,1612,4,1,20/08/2021,288400
"81 orrice st., phoenix, az",1968,1790,4,1,21/07/2021,303000
