Address,Last Status Date,List Price,Offer Price,Status
"178 Intracranial Ave., Atlanta, GA",2021-12-11,263800,273900,Offer Rejected - Price Too Low
"42 Breastful St., Phoenix, AZ",2021-08-04,266000,260900,Offer Rejected - Price Too Low
"47 Foreslash St., Phoenix, AZ",2021-09-02,367100,390800,Offer Rejected - Price Too Low
"27 Third-borough St., Atlanta, GA",2021-10-17,244100,271100,Closed
"10 Unboot Rd., Las Vegas, NV",2021-11-21,299800,319000,Closed
"174 Interframe Rd., Phoenix, AZ",2021-10-12,253100,259200,Offer Rejected - Pending
"128 Iotized St., Phoenix, AZ",2021-09-01,377900,405100,Closed
"158 Immitigable St., Atlanta, GA",2021-11-30,302600,302900,Offer Rejected - Price Too Low
"179 Claimable Ave., Houston, TX",2021-10-07,292100,312300,Offer Rejected - Price Too Low
"177 Copying-pencil St., Atlanta, GA",2021-12-07,373100,391600,Offer Rejected - Price Too Low
"169 Snow-hut St., Phoenix, AZ",2021-11-08,225300,230600,Offer Rejected - Price Too Low
"61 Water-ash St., Phoenix, AZ",2021-10-05,258300,265600,Offer Rejected - Price Too Low
"115 Halachic Rd., Atlanta, GA",2021-08-05,356800,371900,Offer Rejected - Price Too Low
"156 Outreach Rd., Houston, TX",2021-11-11,300200,315900,Offer Rejected - Pending
"63 Rubbish-heap Ave., Atlanta, GA",2021-11-20,290500,294500,Offer Rejected - Price Too Low
"157 Flagellated Rd., Atlanta, GA",2021-10-06,301100,315600,Closed
"80 Drenchers St., Atlanta, GA",2021-12-11,360200,353900,Offer Rejected - Price Too Low
"37 Tombless St., Las Vegas, NV",2021-11-18,339900,343600,Offer Rejected - Price Too Low
"64 Purifies St., Las Vegas, NV",2021-09-03,316900,320500,Offer Rejected - Price Too Low
"191 Quasi- St., Las Vegas, NV",2021-11-06,310400,310600,Offer Rejected - Pending
"37 Vaporer Ave., Atlanta, GA",2021-07-24,299200,323400,Closed
"122 Soothingly Rd., Las Vegas, NV",2021-07-27,278700,278400,Offer Rejected - Price Too Low
"125 Unformulaic St., Phoenix, AZ",2021-08-19,253900,253800,Offer Rejected - Price Too Low
"31 Gorky Rd., Houston, TX",2021-09-21,298900,292300,Offer Rejected - Price Too Low
"61 Coaxingly Ave., Atlanta, GA",2021-09-12,378600,384900,Offer Rejected - Price Too Low
"149 Sawan St., Las Vegas, NV",2021-10-04,266600,285400,Offer Rejected - Price Too Low
"14 Half-strained St., Las Vegas, NV",2021-08-10,274800,276600,Offer Rejected - Price Too Low
"23 Duckpins St., Phoenix, AZ",2021-09-02,274400,276300,Offer Rejected - Price Too Low
"79 Octapla St., Atlanta, GA",2021-09-27,253400,262100,Offer Rejected - Price Too Low
"194 Heart-bound Rd., Las Vegas, NV",2021-08-05,266000,267100,Offer Rejected - Price Too Low
"86 Dentate Ave., Phoenix, AZ",2021-08-05,308000,315600,Offer Rejected - Price Too Low
"83 Wou-wou St., Las Vegas, NV",2021-10-06,336400,348400,Offer Rejected - Price Too Low
"85 Ineliminable St., Phoenix, AZ",2021-11-16,316900,334500,Offer Rejected - Pending
"155 Yeshivah Rd., Phoenix, AZ",2021-11-07,288500,293000,Offer Rejected - Price Too Low
"151 Lignite St., Las Vegas, NV",2021-12-02,282700,300400,Offer Rejected - Price Too Low
"162 Yukky St., Atlanta, GA",2021-10-18,262000,282400,Closed
"128 Canst Rd., Phoenix, AZ",2021-07-24,275100,298800,Closed
"183 Laserdisc Rd., Las Vegas, NV",2021-11-08,299000,296100,Offer Rejected - Price Too Low
"52 Characterizing Rd., Las Vegas, NV",2021-08-09,348700,385800,Closed
"164 Bioimaging St., Phoenix, AZ",2021-08-11,291200,291100,Offer Rejected - Price Too Low
"186 Expound Ave., Atlanta, GA",2021-08-13,320100,344700,Offer Rejected - Price Too Low
"62 Headcheese Rd., Phoenix, AZ",2021-09-22,278000,275900,Offer Rejected - Price Too Low
"174 Audiocassettes Rd., Phoenix, AZ",2021-12-12,347800,366900,Offer Rejected - Price Too Low
"65 Hackysack St., Houston, TX",2021-10-01,213700,211000,Offer Rejected - Price Too Low
"13 Retentives St., Phoenix, AZ",2021-10-17,315300,317500,Offer Rejected - Price Too Low
"135 Piecewise St., Phoenix, AZ",2021-09-09,333000,325400,Offer Rejected - Price Too Low
"5 Journey-worker St., Phoenix, AZ",2021-09-13,308000,314900,Offer Rejected - Price Too Low
"1 Gravel-car St., Phoenix, AZ",2021-08-06,267900,262600,Offer Rejected - Price Too Low
"15 Fastbacks St., Las Vegas, NV",2021-07-29,299100,306100,Offer Rejected - Pending
"116 Radioelements St., Phoenix, AZ",2021-07-23,348300,375000,Offer Rejected - Price Too Low
"54 Overhastiness St., Atlanta, GA",2021-09-16,312900,319300,Offer Rejected - Price Too Low
"167 Paintbox St., Phoenix, AZ",2021-10-02,286300,307900,Closed
"118 Phalanxes Rd., Phoenix, AZ",2021-07-26,341400,341500,Offer Rejected - Price Too Low
"10 Numbrous St., Atlanta, GA",2021-11-03,315300,321400,Offer Rejected - Price Too Low
"117 Bouzy St., Atlanta, GA",2021-11-27,289900,310300,Offer Rejected - Price Too Low
"78 Multilingually St., Phoenix, AZ",2021-12-01,259600,263400,Offer Rejected - Price Too Low
"64 Mashy Rd., Atlanta, GA",2021-12-05,326000,340000,Offer Rejected - Price Too Low
"29 Nonapplication St., Las Vegas, NV",2021-10-06,265000,288900,Closed
"92 Whiskin Rd., Las Vegas, NV",2021-11-22,348100,360600,Offer Rejected - Price Too Low
"50 Ill-treatment Ave., Phoenix, AZ",2021-10-18,287000,296100,Offer Rejected - Price Too Low
"112 Hotelier St., Houston, TX",2021-08-23,292900,301900,Offer Rejected - Price Too Low
"105 Foraging St., Atlanta, GA",2021-10-18,288300,305500,Offer Rejected - Pending
"189 Toss-up St., Phoenix, AZ",2021-08-01,306300,327200,Closed
"14 Sickliness St., Houston, TX",2021-07-25,240200,240000,Offer Rejected - Price Too Low
"87 Arlington St., Atlanta, GA",2021-10-22,346000,378400,Offer Rejected - Price Too Low
"192 Santol St., Atlanta, GA",2021-10-21,313800,328900,Offer Rejected - Price Too Low
"165 Jacobin St., Atlanta, GA",2021-11-10,267100,266800,Offer Rejected - Price Too Low
"115 Dandier Rd., Atlanta, GA",2021-08-24,352700,360900,Offer Rejected - Price Too Low
"34 Dutifully St., Houston, TX",2021-10-30,258400,259700,Offer Rejected - Price Too Low
"156 Triterpenoid St., Atlanta, GA",2021-09-03,237400,246600,Offer Rejected - Price Too Low
"40 Injuriously Rd., Phoenix, AZ",2021-10-16,299600,307300,Offer Rejected - Price Too Low
"131 Kyzyl Ave., Phoenix, AZ",2021-11-29,359600,372200,Offer Rejected - Price Too Low
"117 Tea-biscuit Ave., Las Vegas, NV",2021-08-18,261200,262700,Offer Rejected - Price Too Low
"96 Slapp Ave., Phoenix, AZ",2021-08-27,288300,292200,Offer Rejected - Price Too Low
"64 Akathisia Rd., Phoenix, AZ",2021-07-27,309900,304100,Offer Rejected - Price Too Low
"99 Religious St., Las Vegas, NV",2021-08-14,220100,238400,Closed
"49 Happifying Ave., Las Vegas, NV",2021-08-30,291300,288800,Offer Rejected - Price Too Low
"3 Dismantle St., Phoenix, AZ",2021-08-29,345700,356700,Offer Rejected - Price Too Low
"139 Stream St., Las Vegas, NV",2021-12-14,275900,305100,Offer Rejected - Price Too Low
"130 Unblushing St., Phoenix, AZ",2021-11-22,316400,307400,Offer Rejected - Price Too Low
"107 Stetsons Rd., Phoenix, AZ",2021-07-28,278200,285900,Offer Rejected - Pending
"81 Nonpayments Ave., Houston, TX",2021-10-02,284500,288400,Offer Rejected - Price Too Low
"136 Backbenchers Rd., Atlanta, GA",2021-11-24,328300,344600,Offer Rejected - Price Too Low
"141 Barbarized St., Phoenix, AZ",2021-08-30,299300,315900,Offer Rejected - Price Too Low
"108 Classiest Ave., Phoenix, AZ",2021-11-22,262100,266900,Offer Rejected - Price Too Low
"119 Mandibular St., Atlanta, GA",2021-08-14,277000,283400,Offer Rejected - Price Too Low
"51 Gibberellic St., Las Vegas, NV",2021-11-26,331300,356100,Offer Rejected - Price Too Low
"137 Paise St., Phoenix, AZ",2021-09-14,316500,320600,Offer Rejected - Price Too Low
"79 Manoirs Ave., Phoenix, AZ",2021-08-09,357900,372600,Offer Rejected - Price Too Low
"106 Stringy-bark Ave., Atlanta, GA",2021-08-30,297500,289300,Offer Rejected - Price Too Low
"120 Teachability St., Atlanta, GA",2021-07-27,219100,219600,Offer Rejected - Price Too Low
"22 Deep-froze St., Phoenix, AZ",2021-11-24,319000,326900,Offer Rejected - Price Too Low
"195 Percussions St., Las Vegas, NV",2021-07-20,288300,301100,Offer Rejected - Price Too Low
"136 Smother St., Las Vegas, NV",2021-08-14,228100,234900,Offer Rejected - Price Too Low
"18 Disorganised St., Las Vegas, NV",2021-10-30,339800,344400,Offer Rejected - Price Too Low
"67 Rusticating Ave., Phoenix, AZ",2021-11-19,327900,362100,Offer Rejected - Price Too Low
"164 Poutines St., Phoenix, AZ",2021-08-21,329900,358800,Closed
"116 Calycanthus Rd., Atlanta, GA",2021-08-28,290900,310200,Offer Rejected - Price Too Low
"59 Modestly St., Phoenix, AZ",2021-12-11,275500,274600,Offer Rejected - Price Too Low
"187 Semiarid St., Houston, TX",2021-09-05,247900,255000,Offer Rejected - Price Too Low
"186 Berobed Rd., Phoenix, AZ",2021-08-09,350000,356500,Offer Rejected - Price Too Low
"106 Purpresture Rd., Atlanta, GA",2021-07-22,258500,269500,Offer Rejected - Price Too Low
"192 Centrarchid Rd., Phoenix, AZ",2021-10-18,337700,368200,Offer Rejected - Pending
"188 Features Rd., Phoenix, AZ",2021-10-03,302500,326900,Closed
"159 Contextualism Ave., Las Vegas, NV",2021-08-12,259500,261000,Offer Rejected - Price Too Low
"36 Repolarized Rd., Phoenix, AZ",2021-10-04,344400,374800,Offer Rejected - Pending
"6 Backcrosses St., Atlanta, GA",2021-09-16,368100,367100,Offer Rejected - Price Too Low
"36 Scorpius Ave., Atlanta, GA",2021-09-26,258800,279100,Closed
"66 Magnesites St., Phoenix, AZ",2021-08-27,271600,297300,Offer Rejected - Pending
"144 Wasser St., Phoenix, AZ",2021-12-14,226800,242000,Closed
"84 Clam-flat Rd., Atlanta, GA",2021-10-09,323600,345600,Offer Rejected - Price Too Low
"78 Racialises St., Phoenix, AZ",2021-08-13,339700,332800,Offer Rejected - Price Too Low
"109 Dreamier Ave., Atlanta, GA",2021-10-22,280900,279600,Offer Rejected - Price Too Low
"34 Moralised Rd., Atlanta, GA",2021-11-14,280700,307400,Closed
"35 Dipterous Rd., Atlanta, GA",2021-11-16,254700,272600,Offer Rejected - Price Too Low
"134 Reorderings Ave., Phoenix, AZ",2021-12-01,337100,362400,Closed
"46 Ascorbates Ave., Phoenix, AZ",2021-11-04,301100,321700,Closed
"90 Juried St., Phoenix, AZ",2021-08-07,326500,323400,Offer Rejected - Price Too Low
"77 Lighten St., Phoenix, AZ",2021-11-11,215800,221400,Offer Rejected - Price Too Low
"132 Unswimmable St., Atlanta, GA",2021-12-01,283300,273400,Offer Rejected - Price Too Low
"173 Growse Rd., Atlanta, GA",2021-07-30,285200,299500,Offer Rejected - Price Too Low
"141 Bralettes Rd., Atlanta, GA",2021-10-21,260100,255100,Offer Rejected - Price Too Low
"124 Doorless Rd., Phoenix, AZ",2021-09-04,343200,349700,Offer Rejected - Price Too Low
"200 Featherless Rd., Atlanta, GA",2021-08-21,306200,331100,Offer Rejected - Price Too Low
"52 Lilts Rd., Atlanta, GA",2021-10-04,280300,289200,Offer Rejected - Price Too Low
"41 Squalls Rd., Phoenix, AZ",2021-11-21,293100,289300,Offer Rejected - Price Too Low
"192 Transfemoral St., Atlanta, GA",2021-10-01,305200,304800,Offer Rejected - Price Too Low
"113 Absurdities St., Phoenix, AZ",2021-08-08,218900,223400,Offer Rejected - Pending
"116 Rubble-ice St., Houston, TX",2021-11-29,354800,371800,Offer Rejected - Price Too Low
"74 Battle-scarred St., Phoenix, AZ",2021-10-04,299000,327100,Closed
"33 Disinvites Ave., Atlanta, GA",2021-08-03,232400,248700,Closed
"74 Multi-million Rd., Las Vegas, NV",2021-10-24,301900,318200,Offer Rejected - Price Too Low
"82 Nataraja Ave., Atlanta, GA",2021-07-23,254300,255300,Offer Rejected - Price Too Low
"11 Afeared St., Phoenix, AZ",2021-08-19,293800,288200,Offer Rejected - Price Too Low
"45 Melian Ave., Atlanta, GA",2021-12-07,343300,354200,Offer Rejected - Price Too Low
"70 Foulmart St., Phoenix, AZ",2021-11-11,324500,343800,Offer Rejected - Pending
"39 Epigea Ave., Phoenix, AZ",2021-09-15,260300,252700,Offer Rejected - Price Too Low
"163 Hanging-parrot Ave., Las Vegas, NV",2021-10-08,345600,338600,Offer Rejected - Price Too Low
"92 Electronic-game Ave., Atlanta, GA",2021-08-24,255200,265500,Offer Rejected - Price Too Low
"174 Spokesmodels St., Phoenix, AZ",2021-09-08,235300,241500,Offer Rejected - Price Too Low
"176 Blandishments Rd., Houston, TX",2021-09-14,285900,302400,Closed
"45 Reconnoissance St., Phoenix, AZ",2021-09-26,336100,355800,Closed
"136 Three-suited Ave., Atlanta, GA",2021-08-07,300200,308700,Offer Rejected - Price Too Low
"82 Spreckled St., Phoenix, AZ",2021-10-14,318900,331200,Offer Rejected - Price Too Low
"132 Stoggy Ave., Phoenix, AZ",2021-09-07,350700,370500,Closed
"120 Suffering St., Phoenix, AZ",2021-08-14,257200,257900,Offer Rejected - Price Too Low
"132 Knubs St., Phoenix, AZ",2021-11-11,329400,341300,Offer Rejected - Price Too Low
"80 Antistrephon Rd., Las Vegas, NV",2021-07-28,263000,285000,Offer Rejected - Pending
"72 Inequalities St., Las Vegas, NV",2021-11-17,294300,289800,Offer Rejected - Price Too Low
"90 Professorship St., Las Vegas, NV",2021-10-14,306800,315500,Offer Rejected - Pending
"172 Organification Rd., Phoenix, AZ",2021-09-10,336500,340300,Offer Rejected - Price Too Low
"142 Recto Rd., Atlanta, GA",2021-11-01,302500,318500,Offer Rejected - Price Too Low
"114 Hypersensual St., Phoenix, AZ",2021-11-29,224100,242900,Offer Rejected - Price Too Low
"197 2-2-2s St., Atlanta, GA",2021-09-05,328800,326500,Offer Rejected - Price Too Low
"71 Embered St., Atlanta, GA",2021-08-05,303400,320600,Offer Rejected - Price Too Low
"34 Skewbald Rd., Phoenix, AZ",2021-10-06,355700,369300,Offer Rejected - Price Too Low
"192 Reactor Rd., Phoenix, AZ",2021-10-27,258000,268800,Closed
"134 Midsyllable St., Atlanta, GA",2021-10-02,329500,346400,Offer Rejected - Price Too Low
"82 Bunya-bunya Ave., Phoenix, AZ",2021-11-19,359500,372600,Offer Rejected - Pending
"170 Hatting St., Phoenix, AZ",2021-10-31,336300,351200,Offer Rejected - Price Too Low
"70 Stabilization Rd., Las Vegas, NV",2021-09-30,262800,262900,Offer Rejected - Price Too Low
"133 Massilian St., Phoenix, AZ",2021-10-23,340900,342100,Offer Rejected - Price Too Low
"34 Ladyhood Ave., Phoenix, AZ",2021-07-20,275500,266900,Offer Rejected - Price Too Low
"8 Befuddling St., Phoenix, AZ",2021-12-08,263000,280400,Offer Rejected - Price Too Low
"126 Newscasters Ave., Atlanta, GA",2021-10-09,319800,342100,Offer Rejected - Price Too Low
"161 Shoddily St., Las Vegas, NV",2021-08-27,302100,321600,Closed
"112 Mockingbirds St., Las Vegas, NV",2021-10-01,345200,365400,Offer Rejected - Price Too Low
"120 Wolframate St., Atlanta, GA",2021-07-28,272500,272900,Offer Rejected - Price Too Low
"75 Peahen St., Atlanta, GA",2021-07-23,302000,310200,Offer Rejected - Price Too Low
"130 Churly St., Atlanta, GA",2021-09-01,252800,251100,Offer Rejected - Price Too Low
"52 Cladode Ave., Atlanta, GA",2021-08-03,325800,337700,Offer Rejected - Price Too Low
"14 Chondrogenic St., Las Vegas, NV",2021-09-27,306600,319200,Offer Rejected - Price Too Low
"29 Enforceth Ave., Phoenix, AZ",2021-08-03,282000,300700,Closed
"156 Bloom St., Atlanta, GA",2021-09-08,374000,377800,Offer Rejected - Price Too Low
"157 Badineries Rd., Atlanta, GA",2021-11-02,361200,352400,Offer Rejected - Price Too Low
"21 Yoctometer Rd., Atlanta, GA",2021-08-15,231500,233100,Offer Rejected - Price Too Low
"35 Johannine Rd., Phoenix, AZ",2021-11-18,247800,244200,Offer Rejected - Price Too Low
"3 Shealing Ave., Las Vegas, NV",2021-09-29,295400,301900,Offer Rejected - Pending
"170 Mesto St., Phoenix, AZ",2021-10-01,329100,347600,Closed
"100 Tipis Ave., Phoenix, AZ",2021-10-12,346400,351600,Offer Rejected - Price Too Low
"33 Unitarianism Rd., Houston, TX",2021-08-31,278400,284700,Offer Rejected - Price Too Low
"1 Robert mitchum Ave., Phoenix, AZ",2021-08-05,348500,359000,Offer Rejected - Pending
"80 Discs Ave., Atlanta, GA",2021-08-16,324200,342000,Offer Rejected - Price Too Low
"105 Flummer Ave., Las Vegas, NV",2021-12-02,263400,274600,Offer Rejected - Pending
"198 Æsthetical Rd., Las Vegas, NV",2021-10-11,314300,316500,Offer Rejected - Price Too Low
"11 Scarf Ave., Atlanta, GA",2021-07-26,259100,285600,Closed
"63 Niger-Congo Rd., Atlanta, GA",2021-10-06,365400,371600,Offer Rejected - Price Too Low
"133 Manglietia Rd., Las Vegas, NV",2021-11-25,314000,303700,Offer Rejected - Price Too Low
"127 Smackeroos St., Phoenix, AZ",2021-11-20,298900,300500,Offer Rejected - Price Too Low
"192 Pickering Rd., Phoenix, AZ",2021-08-28,294800,296100,Offer Rejected - Price Too Low
"126 Elbow-grease Ave., Atlanta, GA",2021-11-22,331300,334000,Offer Rejected - Price Too Low
"73 Tokhes Rd., Las Vegas, NV",2021-08-18,273400,290300,Offer Rejected - Price Too Low
"172 Unreturnable St., Phoenix, AZ",2021-08-13,348700,358000,Offer Rejected - Price Too Low
"114 Porny Rd., Las Vegas, NV",2021-09-09,306500,305500,Offer Rejected - Price Too Low
"190 He-man St., Phoenix, AZ",2021-10-22,282300,291800,Offer Rejected - Price Too Low
"87 Shakycam Ave., Las Vegas, NV",2021-11-04,301900,296700,Offer Rejected - Price Too Low
"57 Hircus St., Las Vegas, NV",2021-08-19,346200,349400,Offer Rejected - Price Too Low
"133 Intombment St., Houston, TX",2021-11-22,256600,258000,Offer Rejected - Price Too Low
"23 Tunnel-head Ave., Atlanta, GA",2021-09-15,341700,348500,Offer Rejected - Price Too Low
"26 Fork-tined Rd., Las Vegas, NV",2021-09-14,325000,343900,Closed
"37 Gauchos St., Houston, TX",2021-10-25,289900,312800,Offer Rejected - Price Too Low
"49 Mutch Rd., Houston, TX",2021-08-02,234800,239100,Offer Rejected - Price Too Low
"25 Draggingly St., Atlanta, GA",2021-12-05,354400,361100,Offer Rejected - Price Too Low
"79 Acardia St., Phoenix, AZ",2021-12-06,376400,378300,Offer Rejected - Price Too Low
"72 Megalopoli St., Las Vegas, NV",2021-10-31,361700,351300,Offer Rejected - Price Too Low
"140 Pasteurising Rd., Phoenix, AZ",2021-09-03,224600,237800,Offer Rejected - Price Too Low
"169 Balalaika Rd., Atlanta, GA",2021-11-05,237100,254100,Offer Rejected - Price Too Low
"96 Kinetics St., Atlanta, GA",2021-07-30,337200,359200,Offer Rejected - Price Too Low
"84 Exhalation Ave., Las Vegas, NV",2021-08-11,230900,239000,Offer Rejected - Price Too Low
"199 Comforting St., Phoenix, AZ",2021-09-18,280200,294100,Offer Rejected - Price Too Low
"182 Jelled Ave., Atlanta, GA",2021-08-18,219000,231300,Closed
"114 Two-assist Ave., Atlanta, GA",2021-08-18,268200,277300,Offer Rejected - Price Too Low
"185 Rasure Ave., Atlanta, GA",2021-08-19,244900,248200,Offer Rejected - Price Too Low
"161 Intuïtion Ave., Atlanta, GA",2021-09-07,318700,316700,Offer Rejected - Price Too Low
"160 Morphosyntax Rd., Phoenix, AZ",2021-10-08,263300,256500,Offer Rejected - Price Too Low
"83 Coal-hole Rd., Atlanta, GA",2021-12-12,296600,317400,Closed
"175 Cheekier Rd., Las Vegas, NV",2021-12-15,229000,244800,Offer Rejected - Price Too Low
"74 Paste-pot Rd., Phoenix, AZ",2021-12-13,367700,367200,Offer Rejected - Price Too Low
"132 Proclaimant Rd., Phoenix, AZ",2021-11-17,288400,285800,Offer Rejected - Price Too Low
"78 Endogamous Rd., Las Vegas, NV",2021-12-14,259000,269800,Offer Rejected - Price Too Low
"192 Aphid Ave., Phoenix, AZ",2021-12-07,257800,261200,Offer Rejected - Price Too Low
"123 Excellencies St., Phoenix, AZ",2021-08-31,336900,340900,Offer Rejected - Price Too Low
"147 Fembot Ave., Phoenix, AZ",2021-07-31,360800,351300,Offer Rejected - Price Too Low
